Name;Tag;Coordinates;Base Item;Attack Damage;Attack Speed;Ability;Armor;Armor Toughness;Enchantments;Bonus Stats;Obtain
Quailfeather Helm;Artifact;['(2751, 134, -1921)'];Leather Helmet;#NO_INFO;#NO_INFO;#NO_INFO;1;#NO_INFO;['Unbreaking II'];['+10% Attack Speed'];["Located in the ruins of Azaim, in northern Akhlo'Rohma. Chest located at (2751, 134, -1921)"]
Quartzite Blade;Artifact;['(-3056, 62, 3952)'];Diamond Sword;10;1.4;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['+0.01 Movement Speed, -6 Max Health'];['Found in the sunken ship on the shore of the Carmine. Chest located at (-3056, 62, 3952)']
Rhalon's Chestplate;Artifact;['#NO_INFO'];Diamond Chestplate;#NO_INFO;#NO_INFO;#NO_INFO;8;2;['Fire Protection IV'];['#NO_INFO'];['Located in the Insohmic Coven of Potentia on the east coast of the Shattered Peninsula. Dropped by Rhalon, The First General.']
Rocky Helmet;Artifact;['(-1263, 46, -4060)'];Iron Helmet;#NO_INFO;#NO_INFO;#NO_INFO;2;#NO_INFO;['Thorns IV', 'Unbreaking VI'];['#NO_INFO'];["Located in the ruins of Xor'Huul, on the Island of Dawn. Chest located at (-1263, 46, -4060)"]
Rootfinder;Artifact;['(-2339, 107, 1484)'];Diamond Shovel;6;1;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking IV'];['#NO_INFO'];['Located in a white house in the southern Ebony Veldt. Chest located at (-2339, 107, 1484)']
Rusted Sabatons;Artifact;['(1073, 79, 2934)'];Iron Boots;#NO_INFO;#NO_INFO;#NO_INFO;3;#NO_INFO;['Unbreaking V'];['-2 Max Health, -0.01 Movement Speed, +1 Attack Damage, +0.2 Attack Speed'];['Located in a large beehive in the Underwood, beneath the North Heartwood. Chest located at (1073, 79, 2934)']
Rusty Sword;Artifact;['(-1503, 63, 5988)'];Iron Sword;9;1.2;#NO_INFO;#NO_INFO;#NO_INFO;['Sharpness II'];['#NO_INFO'];["Located in small building on a dock in southwestern Lorahn'Kahl, on the coast before the biome shifts to the Carmine. Chest located at (-1503, 63, 5988)"]
S21A-"Dragon";Artifact;['(-2641, 32, 2126)'];Shield;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking VIII'];['+4 Max Health'];['Located in the Exodus Vault. Chest located at (-2641, 32, 2126)']
S21B-"Spider";Artifact;['(-2641, 32, 2126)'];Shield;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking VIII'];['+0.01 Movement Speed'];['Located in the Exodus Vault. Chest located at (-2641, 32, 2126)']
S21C-"Falcon";Artifact;['(-2641, 32, 2126)'];Shield;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking VIII'];['+0.15 Attack Speed'];['Located in the Exodus Vault. Chest located at (-2641, 32, 2126)']
Sea Legs;Artifact;['(1787, 121, 3211)'];Leather Leggings;#NO_INFO;#NO_INFO;#NO_INFO;3;#NO_INFO;['Respiration I', 'Depth Strider II', 'Unbreaking III'];['#NO_INFO'];['Located in Kazzani, at the southern edge of the North Heartwood. Chest located at (1787, 121, 3211)']
Sharksbane;Artifact;['(-597, 108, 4675)'];Bow;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Punch IV'];['#NO_INFO'];["Located in the ruins of Eloa, in northwestern Lorahn'Kahl. Item frame located at (-597, 108, 4675)"]
Siege;Artifact;['(-2890, 124, 5211)'];Golden Axe;10;1.6;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['+10 Max Health'];['Located in a floating airship in Rhaveloth. Chest located at (-2890, 124, 5211)']
Skullhammer;Artifact;['(-1648, 66, 2232)'];Stone Axe;7;1.4;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking II'];['-2 Max Health, +0.01 Movement Speed'];['Located in a Maelmari camp in North Tharxax. Chest located at (-1648, 66, 2232)']
Slime Chrysalis;Artifact;['(-1225, 93, 3752)'];Slime Ball;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['+3% Max Health, +3% Movement Speed, +3% Attack Damage, +3% Attack Speed'];['Located on the Slime Island. Chest located at (-1225, 93, 3752)']
Sliming Trousers;Artifact;['(-1682, 67, 3857)'];Iron Leggings;#NO_INFO;#NO_INFO;#NO_INFO;5;2;['Unbreaking VII'];['#NO_INFO'];['Located in the ruins of Semehol, just southeast of Tharxax City. Chest located at (-1682, 67, 3857)']
Smau's Hammer;Artifact;['#NO_INFO'];Iron Axe;9;0.9;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking IV'];['#NO_INFO'];["Located in the large domed building at the center of Av'Sal. Dropped by a Mihkmari named Smau."]
Snowsbane;Artifact;['(5087, 79, -2394)'];Iron Shovel;5;1;#NO_INFO;#NO_INFO;#NO_INFO;['Fire Aspect IV', 'Efficiency III', 'Unbreaking III'];['#NO_INFO'];['Located at the gatehouse in Highfall Tundra, along the path north to the Frozen Bite and Faehrcyle. Chest located at (5087, 79, -2394)']
Soilsplitter;Artifact;['(1648, 91, -1349)'];Iron Hoe;10;1;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['+0.01 Movement Speed'];["Located at Esipelli Vineyard in Akhlo'Rohma. Chest located at (1648, 91, -1349)"]
Sparkstoker;Artifact;['(-3565, 162, 342)'];Stone Hoe;1;4;#NO_INFO;#NO_INFO;#NO_INFO;['Fire Aspect VII'];['#NO_INFO'];['Located in a small shrine to Lailoehn in western Mt. Ebonfire. Chest located at (-3565, 162, 342)']
Spherewalkers;Artifact;['(-1671, 22, 5232)'];Golden Boots;#NO_INFO;#NO_INFO;#NO_INFO;3;3;['Fire Protection III', 'Feather Falling III', 'Depth Strider II'];['+0.02 Movement Speed'];["Located at the Necromantic Church in western Lorahn'Kahl, among the Moonspires. Chest located at (-1671, 22, 5232)"]
Spiderweb Rod;Artifact;['(45, 70, 5313)'];Fishing Rod;5;1.2;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking III'];['#NO_INFO'];['Located in Mohta. Chest located at (45, 70, 5313)']
Staff of Xenoh;Artifact;['(2997, 81, -1622)'];Iron Shovel;5;1;#NO_INFO;#NO_INFO;#NO_INFO;['Efficiency V'];['#NO_INFO'];["Located in a small shrine in eastern Akhlo'Rohma. Chest located at (2997, 81, -1622)"]
Starpiercer;Artifact;['(-2332, 87, -3804)'];Diamond Pickaxe;7;1.6;#NO_INFO;#NO_INFO;#NO_INFO;['Sharpness III'];['#NO_INFO'];['Located in the Coven of Koh, on the Island of Dusk. Chest located at (-2332, 87, -3804)']
Steelspinner;Artifact;['(3627, 13, -2548)'];Bow;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Knockback IV', 'Punch II'];['+6 Max Health, -0.01 Movement Speed'];["Located deep underground in eastern Faehrcyle, beneath the mountain range separating the region from Akhlo'Rohma. Chest located at (3627, 13, -2548)"]
Stoneshaper;Artifact;['(4256, 42, -984)'];Stone Pickaxe;3;1.2;#NO_INFO;#NO_INFO;#NO_INFO;['Efficiency VI', 'Unbreaking III', 'Mending'];['#NO_INFO'];['Located deep in a mineshaft beginning in the ruins of Wokonori. Chest located at (4256, 42, -984)']
Swallowtail;Artifact;['(2731, 86, -414)'];Crossbow;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Multishot'];['-4 Max Health, +0.01 Movement Speed'];["Located in an abandoned Tehrmari village in southeastern Akhlo'Rohma/northeastern Purity Peaks. Chest located at (2731, 86, -414)"]
Sword of Artohris;Artifact;['(-2253, 119, -140)'];Diamond Sword;7;1.6;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking IV'];['#NO_INFO'];["Located on Maehrn'Vhos, the colossal wall separating the Ebony Veldt and Merijool. Chest located at (-2253, 119, -140)"]
Talisman of Endless Growth;Artifact;['(-991, 77, -346)'];Green Dye;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['+25% Armor, +10% Armor Toughness'];["Located in the Glade of the Giant in Merijool, and unlocked by finding multiple levers in the area's large pyramid. Chest located at (-991, 77, -346)"]
Temporal Bow;Artifact;['(1747, 186, 109)'];Bow;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Infinity'];['#NO_INFO'];['Inside a large domed tower in northwestern Purity Peaks. Chest located at (1747, 186, 109)']
The Archduke's Scepter of Divine Insight;Artifact;['(1027, 99, -2999)'];Fishing Rod;11;0.9;#NO_INFO;#NO_INFO;#NO_INFO;['Knockback III', 'Looting II', 'Unbreaking III', 'Luck of the Sea II', 'Lure II'];['#NO_INFO'];["Located at the Crystalline Colonnade on Faehrcyle's western coast. Chest located at (1027, 99, -2999)"]
The Immortal Slap Fish;Artifact;['(-2645, 67, -1097)'];Salmon;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Knockback III'];['#NO_INFO'];['Encased in ice, in eastern Casai. Chest located at (-2645, 67, -1097)']
Tidal Root Mask;Artifact;['(2623, 113, 3943)'];Iron Helmet;#NO_INFO;#NO_INFO;#NO_INFO;3;1;['Fire Protection V', 'Aqua Affinity', 'Depth Strider II'];['#NO_INFO'];['Located in the ruins of Espinor, at the western end of the bridge between the South Heartwood and Black Jungle. Chest located at (2623, 113, 3943)']
Timefall Boots;Artifact;['(2218, 142, 515)'];Chainmail Boots;#NO_INFO;#NO_INFO;#NO_INFO;1;#NO_INFO;['Feather Falling IV', 'Mending'];['#NO_INFO'];['Located in a glass structure on a hill in eastern Purity Peaks. Chest located at (2218, 142, 515)']
Totem of Dying;Artifact;['(2839, 114, -2046)'];Totem of Undying;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['+??? Max Health, +??? Movement Speed, +??? Attack Damage', " This item reduces the player's Max Health to 1 (0.5 Health)."];["Located in a large black grave northeast of the ruins of Azaim, in northern Akhlo'Rohma. Chest located at (2839, 114, -2046)"]
Unlimited Power;Artifact;['(-1721, 175, 1897)'];Bow;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Infinity', 'Mending'];['#NO_INFO'];['Located in the roof of a building in Fort Nimahj. Chest located at (-1721, 175, 1897)']
Vikhtor's Spoils;Artifact;['(4106, 253, -2256)'];Fishing Rod;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['-8 Max Health', '+0.03 Movement Speed'];['Located at the top of Veruhkt Plateau#Battle Pizzazzle|Battle Pizzazzle Tower in the Veruhkt Plateau region. Chest located at (4106, 253, -2256)']
Visionary's Crossbow;Artifact;['(3588, 96, -1360)'];Crossbow;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking II', 'Multishot', 'Piercing II'];['#NO_INFO'];["Located at the top of the tallest tower within the ruins of Sal'Veruhkt in Veruhkt Plateau. Chest located at (3588, 96, -1360)"]
Wish for Hope;Artifact;['(4740, 126, -1169)'];Bow;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['Unbreaking I'];['+15% Max Health, -5% Attack Damage, -5% Attack Speed'];["Located in the Virmari Crypt in the far northeastern extent of Virtuo's Aegis, the primary eastern mountain range. Chest located at (4740, 126, -1169)"]
\_\_\_\_\_\_\_\_\_\_\_\_;Artifact;['(4291, 20, 4125)'];Charcoal;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['+30 Max Health, -70% Movement Speed, -90% Attack Damage, -90% Attack Speed'];['Located in an underground cavern, beneath the ruins of a blackstone and obsidian city in the Black Jungle. Chest located at (4291, 20, 4125)']
Null Boots;Artifact;['(26858, 39, -154)'];Netherite Boots;#NO_INFO;#NO_INFO;#NO_INFO;3;3;['Protection III', 'Unbreaking III', 'Mending'];['+1 Knockback Resistance'];['Located near the bottom of the Primary Energy Collection Facility in Mt. Yavhlix. Chest located at (26858, 39, -154)']
Null Cuirass;Artifact;['(26962, 98, -128)'];Netherite Chestplate;#NO_INFO;#NO_INFO;#NO_INFO;8;3;['Protection III', 'Unbreaking III', 'Mending'];['+1 Knockback Resistance'];['Located in an upper area of the Primary Energy Collection Facility in Mt. Yavhlix. Chest located at (26962, 98, -128)']
Null Greaves;Artifact;['(26872, 71, -54)'];Netherite Leggings;#NO_INFO;#NO_INFO;#NO_INFO;6;3;['Protection III', 'Unbreaking III', 'Mending'];['+1 Knockback Resistance'];['Located in a side room of the Primary Energy Collection Facility in Mt. Yavhlix, near the soul sand pit. Chest located at (26872, 71, -54)']
Null Helmet;Artifact;['(26921, 96, -150)'];Netherite Helmet;#NO_INFO;#NO_INFO;#NO_INFO;3;3;['Protection III', 'Unbreaking III', 'Mending'];['+1 Knockback Resistance'];['Located in Primary Energy Collection Facility in Mt. Yavhlix, in a labyrinthine room full of smooth stone slabs. Chest located at (26921, 96, -150)']
Leliouria;Artifact;['(3194, 88, -556)'];Diamond Helmet;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['-35 Max Health, -35 Movement Speed, -35 Attack Damage, -35 Attack Speed'];['Located in a hidden side room in Azimuth Labs. Chest located at (3194, 88, -556)']
Aeongale;Legendary Item;['(1269, 53, 1199)'];Netherite Leggings;#NO_INFO;#NO_INFO;Guided by Fate: "When at full HP, the wearer's perception quickens, slowing nearby projectiles and hostile entities.";#NO_INFO;#NO_INFO;['N/A'];['#NO_INFO'];['At the end of the Augural Tangle.']
AvPOD (Avsohmic Playback Organizer Device);Legendary Item;['(-2113, 119, 3582)'];#NO_INFO;#NO_INFO;#NO_INFO;Music Player: "Records music as you explore. Right-click to see and play the many songs of Drehmal.";#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["Located at the Lord Magister's Residence, atop the arch overlooking Tharxax City."]
Avsohm'Kohl;Legendary Item;['#NO_INFO'];Elytra;#NO_INFO;#NO_INFO;Technological Wings: "Tap jump while falling to slowly glide forward or down.";#NO_INFO;#NO_INFO;['Unbreaking IV'];['#NO_INFO'];["At the top of the tallest domed building in Sal'Mevir."]
Crystal Digging Claws;Legendary Item;['(-1874, 47, -3805)'];Diamond Showel;#NO_INFO;#NO_INFO;Runic Magnet: "Nearby items are attracted to the wielder.";#NO_INFO;#NO_INFO;['Efficiency VIII', ' Unbreaking IV'];['#NO_INFO'];['Found in a large mine on the eastern side of the Island of Dusk.']
Emperor Anyr's Scepter;Legendary Item;['(-3437, 133, 2215)'];Golden sword;#NO_INFO;#NO_INFO;Final Tenacity: "At 20% HP, the wielder enters an enhanced, but precarious state. Killing an enemy in this period will heal the wielder, but failing to do so will result in instant death. Cooldown refreshes at full health..";#NO_INFO;#NO_INFO;['Unbreaking X'];['#NO_INFO'];["Located deep within the large pyramid at Sal'Anyr."]
Eyebiter;Legendary Item;['(-2806, 39, 5387)'];Shield;#NO_INFO;#NO_INFO;Reflective Lens: "Can deflect magical projectiles back at their caster. This ability must then briefly recharge.";#NO_INFO;#NO_INFO;['Unbreaking IV'];['#NO_INFO'];['Located in the Sepulchral Altar at Rhaveloth.']
Festering Strides;Legendary Item;['(4651, 104, -740)'];#NO_INFO;#NO_INFO;#NO_INFO;Necrotic Vigor: "Wearing these boots grants the user a regenerating absorption shield.";#NO_INFO;#NO_INFO;['Unbreaking V', ' Mending'];['#NO_INFO'];['Located at the top of the tallest tower of Shatterhorn Gulch.']
Flammer;Legendary Item;['(-3123, 110, 460)'];Woosen Pickaxe;#NO_INFO;#NO_INFO;Excavation Torch: "This hammer mines multiple blocks in one swing.";#NO_INFO;#NO_INFO;['Knockback I', ' Fire Aspect I', ' Unbreaking IV'];['#NO_INFO'];['Located in a deep mineshaft at Mt. Ebonfire.']
The Frostfang;Legendary Item;['(2291, 40, -2959)'];Diamond Sword;#NO_INFO;#NO_INFO;Tempest's Grasp: "Freezes mobs for a short time on your first melee hit.";#NO_INFO;#NO_INFO;['Bane of Arthropods IV'];['#NO_INFO'];['Located at the Grave of Frost in southern Faehrcyle.']
The Heartaxe;Legendary Item;['(974, 68, 2732)'];Diamond Axe;#NO_INFO;#NO_INFO;Lumberlust: "Breaking logs grants haste, stacks up to 4 times.";#NO_INFO;#NO_INFO;['Unbreaking III'];['#NO_INFO'];['In a small ruin in the Underwood, a part of the North Heartwood accessed along the eastern coast of the Mouth of Drehmal.']
Hovadchear's Greathammer;Legendary Item;['(3219, 83, 1743)'];Diamond Pickaxe;#NO_INFO;#NO_INFO;Unrelenting Shatter: "Shatters enemy armor, knockback resistance, and increases all damage on fully charged critical strikes.";#NO_INFO;#NO_INFO;['Unbreaking IV'];['#NO_INFO'];['In a small building at the crater of Castle Hovadchear, in the far southwest of the Spearhead Forest region.']
Masayoshi;Legendary Item;['(3735, 26, 3439)'];Iron Sword;#NO_INFO;#NO_INFO;Bloodletting: "Every hit with this sword deals half a heart of damage to you.";#NO_INFO;#NO_INFO;['Unbreaking I'];['#NO_INFO'];['In a cavern beneath the Tidal Palace in Firteid.']
One Thousand Scars;Legendary Item;['(2541, 48, 2154)'];Stone Sword;#NO_INFO;#NO_INFO;Spectra Blade: "Fully-charged attacks from this sword cause an explosion of negative energy centered around the target.";#NO_INFO;#NO_INFO;['Sweeping Edge I'];['#NO_INFO'];['In a cavern beneath Castle Scarstone, in the mountains northeast of Gozak.']
Orchidaceae;Legendary Item;['(1477, 101, -1956)'];Diamond Sword;#NO_INFO;#NO_INFO;Exhumation: "Killing an enemy grants bonus experience.";#NO_INFO;#NO_INFO;['Looting IV', ' Unbreaking III'];['#NO_INFO'];["In the crypts beneath Ancehl Castle in northwest Akhlo'Rohma."]
Osteogenesis;Legendary Item;['(-1744, 118, 1882)'];Iron Sword;#NO_INFO;#NO_INFO;Cleaving Maelstrom: "After every third fully-charged strike, perform a circular chain slash that stuns undead and launches enemies. Especially effective against skeletal enemies.";#NO_INFO;#NO_INFO;['Smite II', ' Unbreaking II'];['#NO_INFO'];['In a hidden room behind a wall in Fort Nimahj.']
Parenchyma;Legendary Item;['(-1087, 26, -277)'];Golden Chesplate;#NO_INFO;#NO_INFO;Neoplasia: "When the wearer defeats an enemy, they briefly regenerate HP.";#NO_INFO;#NO_INFO;['Unbreaking X', ' Mending'];['#NO_INFO'];['Beneath the Primal Sapling in the Glade of the Giant.']
Peace Treaty;Legendary Item;['(4565, 106, 1587)'];Iron Sword;#NO_INFO;#NO_INFO;Diplomatic Immunity: "Taking damage from an enemy grants a temporary speed and armor boost.";#NO_INFO;#NO_INFO;['Knockback V', ' Unbreaking VII'];['#NO_INFO'];['At the Insohmic Library|Insohmic Library Tower.']
Penumbra;Legendary Item;['(-1287, 61, 460)'];Chainmail Leggings;#NO_INFO;#NO_INFO;Nightwalker: "Gain increased movement speed, attack damage, and attack speed when night falls.";#NO_INFO;#NO_INFO;['N/A'];['#NO_INFO'];['In Caer Adacia.']
Pure Corruption;Legendary Item;['(5600, 156, 3011)'];Diamond Helmet;#NO_INFO;#NO_INFO;Rotten Core: "This helmet gives the wearer lingering hunger and poison effects.";#NO_INFO;#NO_INFO;['N/A'];['#NO_INFO'];['Hidden underneath Teiruun Monastery.']
Rehntite Plate Mail;Legendary Item;['(1683, 31, -2720)'];Netherite Chesplate;#NO_INFO;#NO_INFO;Catalytic Savior: "When at low health, release an explosion which damages and knocks back enemies.";#NO_INFO;#NO_INFO;['Unbreaking X'];['#NO_INFO'];["In the Rehntite Cave in northwestern Akhlo'Rohma."]
Tul'Vohaln;Legendary Item;['(4098, 108, -1526)'];Iron Helmet;#NO_INFO;#NO_INFO;Eyes Unclouded: "Wearing this helmet allows the wielder to detect enemies through walls.";#NO_INFO;#NO_INFO;['Projectile Protection II', ' Unbreaking II'];['#NO_INFO'];['At the Altar of Insight in Veruhkt Plateau.']
Ultva's Bowblade;Legendary Item;['(-3696, 76, -1199)'];Bow;#NO_INFO;#NO_INFO;Reversal: "On a melee kill, grants increased arrow damage and unlimited piercing for a short time.";#NO_INFO;#NO_INFO;['Sharpness II', ' Unbreaking IV'];['#NO_INFO'];['In the Avsohmic Vault, off the western coast of Casai.']
Voidtear Dagger;Legendary Item;['(-2610, 70, 2295)'];Iron Sword;#NO_INFO;#NO_INFO;Null Cloak: "Holding this weapon grants the wearer invisibility and makes nearby mobs much less aggressive.";#NO_INFO;#NO_INFO;['N/A'];['#NO_INFO'];['In the Exodus Citadel.']
X-35 Equine Augmentation Assembly (Warp Horse);Legendary Item;['(-2839, 14, 2259)'];Horse Armor and Reciever;#NO_INFO;#NO_INFO;Terminus Fetch: "Hold crouch and right-click to access WarpHorse database. Right-click to summon favorited horse.";#NO_INFO;#NO_INFO;['Feather Falling IV'];['#NO_INFO'];["In the Exodus Vault's southern garage.", "In the Exodus Vault's southern garage."]
Whispersong;Legendary Item;['(-478, 97, -1889)'];Bow;#NO_INFO;#NO_INFO;Patience and Time: "Holding this bow grants the wielder invisibility.";#NO_INFO;#NO_INFO;['Power VII'];['#NO_INFO'];['In the ICS Arbiter.']
Ascendance;Mythical Weapon;['#NO_INFO'];Netherite sword;#NO_INFO;#NO_INFO;Holy Moonlight: "Press your drop item key to fire an armor-piercing wave of weakening moonlight." Cooldown: 20s;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["Complete the Moonlight Sanctum dungeon, hidden in Lorahn'Kahl."]
Calamity;Mythical Weapon;['(1030, 60, 3833)'];Netherite Sword;#NO_INFO;#NO_INFO;True Catastrophe: "Hold crouch and then jump to channel the power of the Skullbeasts, releasing untold ruin upon foes."  The player will rise in the air before slamming down to the ground, striking nearby enemies with lightning. Cooldown: 40s;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["Defeat Ossein at the epicenter of Mael's Desolation in the South Heartwood."]
Frenzy;Mythical Weapon;['(4726, 149, 5325)'];#NO_INFO;#NO_INFO;#NO_INFO;Fatal Rampage: "Killing an enemy grants you a damage buff (3 damage per kill), stacking up to three times." On a successful kill with Frenzy, the player gains +3 damage. This stacks up to 3 times for a total of 9 extra damage (19 total attack damage), and each stack lasts for 6 seconds before reverting to the previous damage tier. After the first tier (+3 damage) timer runs out, the ability goes on cooldown. Cooldown: 60s;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['Find the 5 missing Fragments of the weapon scattered across the island of Sahd and throw them in the forge at the volcano on the island.']
Fragment of Fury;Fragment of Mythical Weapon;['(5493, 93, 5834)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['#NO_INFO']
